Java HotSpot(TM) 64-Bit Server VM (25.271-b09) for bsd-amd64 JRE (1.8.0_271-b09), built on Sep 16 2020 16:54:38 by "java_re" with gcc 4.2.1 Compatible Apple LLVM 10.0.0 (clang-1000.11.45.5)
Memory: 4k page, physical 16777216k(1085632k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=8589934592 -XX:MaxHeapSize=8589934592 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
2021-01-19T13:38:15.485-0800: 1.244: [GC (Allocation Failure) [PSYoungGen: 2097664K->333278K(2446848K)] 2097664K->333286K(8039424K), 0.1553360 secs] [Times: user=0.17 sys=0.36, real=0.16 secs] 
2021-01-19T13:41:42.652-0800: 208.413: [GC (Allocation Failure) [PSYoungGen: 2106368K->320121K(2450432K)] 2474360K->688114K(8043008K), 0.0371315 secs] [Times: user=0.24 sys=0.01, real=0.03 secs] 
2021-01-19T13:41:42.970-0800: 208.732: [GC (Allocation Failure) [PSYoungGen: 2426489K->336873K(2447360K)] 2794482K->741783K(8039936K), 0.0435878 secs] [Times: user=0.27 sys=0.00, real=0.04 secs] 
2021-01-19T13:41:43.302-0800: 209.064: [GC (Allocation Failure) [PSYoungGen: 2441705K->331370K(2436608K)] 2846615K->785141K(8029184K), 0.0433022 secs] [Times: user=0.30 sys=0.01, real=0.04 secs] 
2021-01-19T13:41:43.625-0800: 209.387: [GC (Allocation Failure) [PSYoungGen: 2436202K->317470K(2450944K)] 2889973K->822040K(8043520K), 0.0431051 secs] [Times: user=0.29 sys=0.00, real=0.04 secs] 
2021-01-19T13:41:43.959-0800: 209.721: [GC (Allocation Failure) [PSYoungGen: 2422302K->330952K(2449920K)] 2926872K->875445K(8042496K), 0.0506432 secs] [Times: user=0.24 sys=0.04, real=0.06 secs] 
2021-01-19T13:41:44.291-0800: 210.052: [GC (Allocation Failure) [PSYoungGen: 2435784K->305654K(2447360K)] 2980277K->894188K(8039936K), 0.0640021 secs] [Times: user=0.16 sys=0.12, real=0.06 secs] 
2021-01-19T13:41:44.635-0800: 210.396: [GC (Allocation Failure) [PSYoungGen: 2407414K->334451K(2436608K)] 2995948K->955570K(8029184K), 0.0639773 secs] [Times: user=0.17 sys=0.09, real=0.06 secs] 
2021-01-19T13:41:44.983-0800: 210.745: [GC (Allocation Failure) [PSYoungGen: 2436211K->329436K(2447872K)] 3057330K->1004114K(8040448K), 0.0807887 secs] [Times: user=0.15 sys=0.15, real=0.08 secs] 
2021-01-19T13:41:45.335-0800: 211.096: [GC (Allocation Failure) [PSYoungGen: 2428636K->323595K(2447360K)] 3103314K->1038191K(8039936K), 0.0591716 secs] [Times: user=0.15 sys=0.13, real=0.06 secs] 
2021-01-19T13:41:45.668-0800: 211.429: [GC (Allocation Failure) [PSYoungGen: 2422795K->346086K(2438656K)] 3137391K->1111136K(8031232K), 0.0749127 secs] [Times: user=0.17 sys=0.16, real=0.08 secs] 
2021-01-19T13:41:45.985-0800: 211.746: [GC (Allocation Failure) [PSYoungGen: 2438630K->349649K(2442240K)] 3203680K->1157550K(8034816K), 0.0644865 secs] [Times: user=0.18 sys=0.12, real=0.06 secs] 
2021-01-19T13:41:46.316-0800: 212.078: [GC (Allocation Failure) [PSYoungGen: 2442193K->318430K(2436096K)] 3250094K->1184128K(8028672K), 0.0627194 secs] [Times: user=0.19 sys=0.09, real=0.06 secs] 
2021-01-19T13:41:46.676-0800: 212.438: [GC (Allocation Failure) [PSYoungGen: 2400734K->311751K(2439168K)] 3266432K->1220761K(8031744K), 0.0419281 secs] [Times: user=0.28 sys=0.01, real=0.04 secs] 
2021-01-19T13:41:46.999-0800: 212.760: [GC (Allocation Failure) [PSYoungGen: 2394055K->331290K(2440704K)] 3303065K->1286015K(8033280K), 0.0446073 secs] [Times: user=0.28 sys=0.00, real=0.05 secs] 
2021-01-19T13:41:47.313-0800: 213.074: [GC (Allocation Failure) [PSYoungGen: 2415130K->327714K(2439168K)] 3369855K->1325296K(8031744K), 0.0423280 secs] [Times: user=0.28 sys=0.01, real=0.04 secs] 
2021-01-19T13:41:47.623-0800: 213.384: [GC (Allocation Failure) [PSYoungGen: 2411554K->339802K(2439168K)] 3409136K->1387353K(8031744K), 0.0452770 secs] [Times: user=0.30 sys=0.00, real=0.04 secs] 
2021-01-19T13:41:47.946-0800: 213.707: [GC (Allocation Failure) [PSYoungGen: 2426202K->331168K(2441216K)] 3473753K->1430861K(8033792K), 0.0441781 secs] [Times: user=0.29 sys=0.01, real=0.05 secs] 
2021-01-19T13:41:48.274-0800: 214.036: [GC (Allocation Failure) [PSYoungGen: 2417568K->324186K(2444288K)] 3517261K->1467116K(8036864K), 0.0447925 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:41:48.583-0800: 214.344: [GC (Allocation Failure) [PSYoungGen: 2415194K->330743K(2442752K)] 3558124K->1518573K(8035328K), 0.0437236 secs] [Times: user=0.30 sys=0.00, real=0.04 secs] 
2021-01-19T13:41:48.920-0800: 214.682: [GC (Allocation Failure) [PSYoungGen: 2421751K->336581K(2443776K)] 3609581K->1565958K(8036352K), 0.0453028 secs] [Times: user=0.30 sys=0.00, real=0.04 secs] 
2021-01-19T13:41:49.255-0800: 215.017: [GC (Allocation Failure) [PSYoungGen: 2430149K->320194K(2444800K)] 3659526K->1590863K(8037376K), 0.0420156 secs] [Times: user=0.29 sys=0.00, real=0.04 secs] 
2021-01-19T13:41:49.617-0800: 215.379: [GC (Allocation Failure) [PSYoungGen: 2413762K->324284K(2446848K)] 3684431K->1641021K(8039424K), 0.0435216 secs] [Times: user=0.29 sys=0.00, real=0.05 secs] 
2021-01-19T13:41:49.929-0800: 215.690: [GC (Allocation Failure) [PSYoungGen: 2420412K->331348K(2445312K)] 3737149K->1689925K(8037888K), 0.0435960 secs] [Times: user=0.28 sys=0.00, real=0.05 secs] 
2021-01-19T13:41:50.251-0800: 216.013: [GC (Allocation Failure) [PSYoungGen: 2427476K->321869K(2448896K)] 3786053K->1727564K(8041472K), 0.0445032 secs] [Times: user=0.31 sys=0.01, real=0.04 secs] 
2021-01-19T13:41:50.562-0800: 216.324: [GC (Allocation Failure) [PSYoungGen: 2422605K->324824K(2447872K)] 3828300K->1776858K(8040448K), 0.0439391 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:41:50.896-0800: 216.658: [GC (Allocation Failure) [PSYoungGen: 2425560K->326455K(2451968K)] 3877594K->1821218K(8044544K), 0.0450789 secs] [Times: user=0.28 sys=0.01, real=0.05 secs] 
2021-01-19T13:41:51.223-0800: 216.985: [GC (Allocation Failure) [PSYoungGen: 2432311K->330738K(2449920K)] 3927074K->1868815K(8042496K), 0.0531176 secs] [Times: user=0.22 sys=0.00, real=0.05 secs] 
2021-01-19T13:41:51.566-0800: 217.327: [GC (Allocation Failure) [PSYoungGen: 2436594K->322351K(2452992K)] 3974671K->1900714K(8045568K), 0.0435527 secs] [Times: user=0.31 sys=0.01, real=0.04 secs] 
2021-01-19T13:41:51.914-0800: 217.676: [GC (Allocation Failure) [PSYoungGen: 2431279K->310065K(2419200K)] 4009642K->1932555K(8011776K), 0.0448497 secs] [Times: user=0.28 sys=0.00, real=0.04 secs] 
2021-01-19T13:41:52.238-0800: 218.000: [GC (Allocation Failure) [PSYoungGen: 2418993K->326625K(2452992K)] 4041483K->1992900K(8045568K), 0.0450796 secs] [Times: user=0.32 sys=0.00, real=0.05 secs] 
2021-01-19T13:41:52.582-0800: 218.344: [GC (Allocation Failure) [PSYoungGen: 2435041K->334716K(2451456K)] 4101316K->2041620K(8044032K), 0.0455011 secs] [Times: user=0.32 sys=0.00, real=0.04 secs] 
2021-01-19T13:41:52.899-0800: 218.660: [GC (Allocation Failure) [PSYoungGen: 2443132K->338393K(2446336K)] 4150036K->2091620K(8038912K), 0.0476100 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:41:53.250-0800: 219.011: [GC (Allocation Failure) [PSYoungGen: 2440153K->324879K(2448896K)] 4193380K->2113919K(8041472K), 0.0445554 secs] [Times: user=0.31 sys=0.01, real=0.04 secs] 
2021-01-19T13:41:53.574-0800: 219.336: [GC (Allocation Failure) [PSYoungGen: 2426639K->323268K(2451456K)] 4215679K->2153007K(8044032K), 0.0409592 secs] [Times: user=0.29 sys=0.00, real=0.04 secs] 
2021-01-19T13:41:53.901-0800: 219.663: [GC (Allocation Failure) [PSYoungGen: 2429124K->335276K(2441216K)] 4258863K->2214161K(8033792K), 0.0517992 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:41:54.255-0800: 220.017: [GC (Allocation Failure) [PSYoungGen: 2441132K->302857K(2444800K)] 4320017K->2226367K(8037376K), 0.0426807 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:41:54.610-0800: 220.372: [GC (Allocation Failure) [PSYoungGen: 2401545K->323217K(2447360K)] 4325055K->2298513K(8039936K), 0.0460812 secs] [Times: user=0.33 sys=0.01, real=0.04 secs] 
2021-01-19T13:41:54.942-0800: 220.704: [GC (Allocation Failure) [PSYoungGen: 2421905K->319556K(2450432K)] 4397201K->2335516K(8043008K), 0.0440091 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:41:55.278-0800: 221.039: [GC (Allocation Failure) [PSYoungGen: 2423364K->319303K(2449408K)] 4439324K->2378787K(8041984K), 0.0463773 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:41:55.614-0800: 221.375: [GC (Allocation Failure) [PSYoungGen: 2423111K->308345K(2449920K)] 4482595K->2407604K(8042496K), 0.0502930 secs] [Times: user=0.25 sys=0.01, real=0.05 secs] 
2021-01-19T13:41:56.009-0800: 221.771: [GC (Allocation Failure) [PSYoungGen: 2414201K->330629K(2436608K)] 4513460K->2469494K(8029184K), 0.0553124 secs] [Times: user=0.26 sys=0.03, real=0.06 secs] 
2021-01-19T13:41:56.372-0800: 222.134: [GC (Allocation Failure) [PSYoungGen: 2436485K->327857K(2450944K)] 4575350K->2508813K(8043520K), 0.0478079 secs] [Times: user=0.29 sys=0.01, real=0.05 secs] 
2021-01-19T13:41:56.727-0800: 222.489: [GC (Allocation Failure) [PSYoungGen: 2433201K->326764K(2450432K)] 4614157K->2553325K(8043008K), 0.0511337 secs] [Times: user=0.32 sys=0.01, real=0.05 secs] 
2021-01-19T13:41:57.075-0800: 222.837: [GC (Allocation Failure) [PSYoungGen: 2432108K->339746K(2443776K)] 4658669K->2606462K(8036352K), 0.0498779 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:41:57.427-0800: 223.188: [GC (Allocation Failure) [PSYoungGen: 2439458K->310005K(2409984K)] 4706174K->2622940K(8002560K), 0.0464970 secs] [Times: user=0.29 sys=0.01, real=0.05 secs] 
2021-01-19T13:41:57.770-0800: 223.532: [GC (Allocation Failure) [PSYoungGen: 2409717K->331700K(2447360K)] 4722652K->2692822K(8039936K), 0.0491647 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:41:58.112-0800: 223.874: [GC (Allocation Failure) [PSYoungGen: 2430388K->330402K(2447360K)] 4791510K->2739375K(8039936K), 0.0499090 secs] [Times: user=0.33 sys=0.01, real=0.05 secs] 
2021-01-19T13:41:58.434-0800: 224.196: [GC (Allocation Failure) [PSYoungGen: 2429090K->330503K(2447872K)] 4838063K->2787876K(8040448K), 0.0500560 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:41:58.783-0800: 224.544: [GC (Allocation Failure) [PSYoungGen: 2429703K->323365K(2447360K)] 4887076K->2824350K(8039936K), 0.0470684 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:41:59.103-0800: 224.865: [GC (Allocation Failure) [PSYoungGen: 2422565K->314975K(2449920K)] 4923550K->2861686K(8042496K), 0.0462642 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:41:59.451-0800: 225.213: [GC (Allocation Failure) [PSYoungGen: 2418271K->332615K(2436096K)] 4964982K->2922628K(8028672K), 0.0482490 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:41:59.793-0800: 225.555: [GC (Allocation Failure) [PSYoungGen: 2435911K->311804K(2448896K)] 5025924K->2947990K(8041472K), 0.0465472 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:00.120-0800: 225.881: [GC (Allocation Failure) [PSYoungGen: 2413564K->343614K(2445824K)] 5049750K->3018478K(8038400K), 0.0505201 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:00.458-0800: 226.219: [GC (Allocation Failure) [PSYoungGen: 2445374K->327812K(2445824K)] 5120238K->3044884K(8038400K), 0.0484911 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:00.820-0800: 226.582: [GC (Allocation Failure) [PSYoungGen: 2423428K->317972K(2445824K)] 5140500K->3078819K(8038400K), 0.0467438 secs] [Times: user=0.32 sys=0.00, real=0.04 secs] 
2021-01-19T13:42:01.136-0800: 226.898: [GC (Allocation Failure) [PSYoungGen: 2413588K->330043K(2447360K)] 5174435K->3130259K(8039936K), 0.0484636 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:01.508-0800: 227.270: [GC (Allocation Failure) [PSYoungGen: 2428219K->328489K(2446848K)] 5228435K->3169107K(8039424K), 0.0479659 secs] [Times: user=0.36 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:01.833-0800: 227.595: [GC (Allocation Failure) [PSYoungGen: 2426665K->322430K(2449920K)] 5267283K->3208040K(8042496K), 0.0474353 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:02.158-0800: 227.919: [GC (Allocation Failure) [PSYoungGen: 2425214K->326776K(2448896K)] 5310824K->3254492K(8041472K), 0.0480252 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:02.496-0800: 228.258: [GC (Allocation Failure) [PSYoungGen: 2429560K->324500K(2453504K)] 5357276K->3298070K(8046080K), 0.0526912 secs] [Times: user=0.23 sys=0.07, real=0.05 secs] 
2021-01-19T13:42:02.827-0800: 228.588: [GC (Allocation Failure) [PSYoungGen: 2433940K->336339K(2445824K)] 5407510K->3353390K(8038400K), 0.0531481 secs] [Times: user=0.22 sys=0.13, real=0.06 secs] 
2021-01-19T13:42:03.150-0800: 228.911: [GC (Allocation Failure) [PSYoungGen: 2445779K->313216K(2449920K)] 5462830K->3377814K(8042496K), 0.0537005 secs] [Times: user=0.19 sys=0.17, real=0.05 secs] 
2021-01-19T13:42:03.478-0800: 229.240: [GC (Allocation Failure) [PSYoungGen: 2418048K->327253K(2450432K)] 5482646K->3435027K(8043008K), 0.0529105 secs] [Times: user=0.20 sys=0.15, real=0.06 secs] 
2021-01-19T13:42:03.806-0800: 229.567: [GC (Allocation Failure) [PSYoungGen: 2432085K->326569K(2453504K)] 5539859K->3473904K(8046080K), 0.0515182 secs] [Times: user=0.20 sys=0.09, real=0.05 secs] 
2021-01-19T13:42:04.152-0800: 229.913: [GC (Allocation Failure) [PSYoungGen: 2436009K->316207K(2451968K)] 5583344K->3511386K(8044544K), 0.0503223 secs] [Times: user=0.18 sys=0.14, real=0.05 secs] 
2021-01-19T13:42:04.478-0800: 230.239: [GC (Allocation Failure) [PSYoungGen: 2425647K->321629K(2454528K)] 5620826K->3564632K(8047104K), 0.0514233 secs] [Times: user=0.20 sys=0.13, real=0.05 secs] 
2021-01-19T13:42:04.790-0800: 230.552: [GC (Allocation Failure) [PSYoungGen: 2433629K->329686K(2453504K)] 5676632K->3621349K(8046080K), 0.0640965 secs] [Times: user=0.19 sys=0.09, real=0.06 secs] 
2021-01-19T13:42:05.131-0800: 230.893: [GC (Allocation Failure) [PSYoungGen: 2441686K->328823K(2454528K)] 5733349K->3662960K(8047104K), 0.0681325 secs] [Times: user=0.23 sys=0.15, real=0.06 secs] 
2021-01-19T13:42:05.514-0800: 231.275: [GC (Allocation Failure) [PSYoungGen: 2441847K->318683K(2454528K)] 5775984K->3700629K(8047104K), 0.0730135 secs] [Times: user=0.22 sys=0.16, real=0.07 secs] 
2021-01-19T13:42:05.865-0800: 231.627: [GC (Allocation Failure) [PSYoungGen: 2431707K->329677K(2455040K)] 5813653K->3752075K(8047616K), 0.0658576 secs] [Times: user=0.21 sys=0.09, real=0.07 secs] 
2021-01-19T13:42:06.199-0800: 231.960: [GC (Allocation Failure) [PSYoungGen: 2443725K->322254K(2455040K)] 5866123K->3789635K(8047616K), 0.0531903 secs] [Times: user=0.20 sys=0.13, real=0.06 secs] 
2021-01-19T13:42:06.534-0800: 232.295: [GC (Allocation Failure) [PSYoungGen: 2436302K->322183K(2457088K)] 5903683K->3833955K(8049664K), 0.0597309 secs] [Times: user=0.16 sys=0.06, real=0.06 secs] 
2021-01-19T13:42:06.865-0800: 232.627: [GC (Allocation Failure) [PSYoungGen: 2439303K->334375K(2451968K)] 5951075K->3883065K(8044544K), 0.0507792 secs] [Times: user=0.31 sys=0.01, real=0.05 secs] 
2021-01-19T13:42:07.184-0800: 232.946: [GC (Allocation Failure) [PSYoungGen: 2451495K->324336K(2456064K)] 6000185K->3917903K(8048640K), 0.0502087 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:07.518-0800: 233.280: [GC (Allocation Failure) [PSYoungGen: 2438896K->323011K(2454528K)] 6032463K->3960574K(8047104K), 0.0485512 secs] [Times: user=0.32 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:07.861-0800: 233.623: [GC (Allocation Failure) [PSYoungGen: 2437571K->311790K(2455040K)] 6075134K->3989953K(8047616K), 0.0475845 secs] [Times: user=0.32 sys=0.01, real=0.04 secs] 
2021-01-19T13:42:08.184-0800: 233.946: [GC (Allocation Failure) [PSYoungGen: 2427886K->325085K(2456064K)] 6106049K->4050145K(8048640K), 0.0504556 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:08.514-0800: 234.276: [GC (Allocation Failure) [PSYoungGen: 2441181K->332231K(2454016K)] 6166241K->4104376K(8046592K), 0.0539041 secs] [Times: user=0.25 sys=0.01, real=0.05 secs] 
2021-01-19T13:42:08.849-0800: 234.610: [GC (Allocation Failure) [PSYoungGen: 2447303K->316057K(2455552K)] 6219448K->4133358K(8048128K), 0.0443364 secs] [Times: user=0.30 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:09.171-0800: 234.932: [GC (Allocation Failure) [PSYoungGen: 2431129K->332549K(2452480K)] 6248430K->4185022K(8045056K), 0.0500894 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:09.492-0800: 235.254: [GC (Allocation Failure) [PSYoungGen: 2444549K->331562K(2443776K)] 6297022K->4231312K(8036352K), 0.0519222 secs] [Times: user=0.37 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:09.839-0800: 235.601: [GC (Allocation Failure) [PSYoungGen: 2443562K->329881K(2453504K)] 6343312K->4272567K(8046080K), 0.0533779 secs] [Times: user=0.34 sys=0.00, real=0.06 secs] 
2021-01-19T13:42:10.176-0800: 235.938: [GC (Allocation Failure) [PSYoungGen: 2440857K->325248K(2453504K)] 6383543K->4313097K(8046080K), 0.0509471 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:42:10.513-0800: 236.275: [GC (Allocation Failure) [PSYoungGen: 2436224K->319564K(2455552K)] 6424073K->4350523K(8048128K), 0.0447973 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:42:10.830-0800: 236.592: [GC (Allocation Failure) [PSYoungGen: 2434124K->318590K(2455040K)] 6465083K->4386555K(8047616K), 0.0506973 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:42:11.166-0800: 236.927: [GC (Allocation Failure) [PSYoungGen: 2433150K->328171K(2456064K)] 6501115K->4444388K(8048640K), 0.0552927 secs] [Times: user=0.36 sys=0.00, real=0.06 secs] 
2021-01-19T13:42:11.483-0800: 237.245: [GC (Allocation Failure) [PSYoungGen: 2443755K->332927K(2448896K)] 6559972K->4497877K(8041472K), 0.0539190 secs] [Times: user=0.36 sys=0.01, real=0.05 secs] 
2021-01-19T13:42:11.812-0800: 237.574: [GC (Allocation Failure) [PSYoungGen: 2448511K->316652K(2454528K)] 6613461K->4532111K(8047104K), 0.0526192 secs] [Times: user=0.29 sys=0.01, real=0.05 secs] 
2021-01-19T13:42:12.164-0800: 237.925: [GC (Allocation Failure) [PSYoungGen: 2429676K->322121K(2454528K)] 6645135K->4576469K(8047104K), 0.0531390 secs] [Times: user=0.33 sys=0.01, real=0.05 secs] 
2021-01-19T13:42:12.518-0800: 238.280: [GC (Allocation Failure) [PSYoungGen: 2435145K->332215K(2453504K)] 6689493K->4632714K(8046080K), 0.0514837 secs] [Times: user=0.32 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:12.856-0800: 238.618: [GC (Allocation Failure) [PSYoungGen: 2445239K->323159K(2454528K)] 6745738K->4660793K(8047104K), 0.0501279 secs] [Times: user=0.33 sys=0.01, real=0.05 secs] 
2021-01-19T13:42:13.181-0800: 238.943: [GC (Allocation Failure) [PSYoungGen: 2436183K->320443K(2456576K)] 6773817K->4699862K(8049152K), 0.0500182 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:42:13.505-0800: 239.267: [GC (Allocation Failure) [PSYoungGen: 2436539K->329284K(2455552K)] 6815958K->4752127K(8048128K), 0.0521748 secs] [Times: user=0.38 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:13.853-0800: 239.614: [GC (Allocation Failure) [PSYoungGen: 2445380K->309472K(2454016K)] 6868223K->4774721K(8046592K), 0.0485471 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:14.198-0800: 239.960: [GC (Allocation Failure) [PSYoungGen: 2423520K->319709K(2455040K)] 6888769K->4825781K(8047616K), 0.0502173 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:42:14.519-0800: 240.281: [GC (Allocation Failure) [PSYoungGen: 2433757K->324765K(2457088K)] 6939829K->4871308K(8049664K), 0.0511464 secs] [Times: user=0.36 sys=0.00, real=0.06 secs] 
2021-01-19T13:42:14.869-0800: 240.631: [GC (Allocation Failure) [PSYoungGen: 2441885K->324263K(2456064K)] 6988428K->4923420K(8048640K), 0.0520024 secs] [Times: user=0.34 sys=0.00, real=0.06 secs] 
2021-01-19T13:42:15.209-0800: 240.971: [GC (Allocation Failure) [PSYoungGen: 2441383K->336704K(2450944K)] 7040540K->4984631K(8043520K), 0.0550195 secs] [Times: user=0.36 sys=0.01, real=0.06 secs] 
2021-01-19T13:42:15.526-0800: 241.288: [GC (Allocation Failure) [PSYoungGen: 2449728K->319165K(2454528K)] 7097655K->5007308K(8047104K), 0.0505579 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:15.854-0800: 241.616: [GC (Allocation Failure) [PSYoungGen: 2432189K->326570K(2456064K)] 7120332K->5060737K(8048640K), 0.0529872 secs] [Times: user=0.36 sys=0.01, real=0.05 secs] 
2021-01-19T13:42:16.186-0800: 241.948: [GC (Allocation Failure) [PSYoungGen: 2442154K->324256K(2455552K)] 7176321K->5100750K(8048128K), 0.0525158 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:42:16.521-0800: 242.283: [GC (Allocation Failure) [PSYoungGen: 2439840K->334904K(2452480K)] 7216334K->5154207K(8045056K), 0.0543687 secs] [Times: user=0.37 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:16.875-0800: 242.637: [GC (Allocation Failure) [PSYoungGen: 2448952K->327678K(2455040K)] 7268255K->5185081K(8047616K), 0.0531726 secs] [Times: user=0.37 sys=0.01, real=0.05 secs] 
2021-01-19T13:42:17.222-0800: 242.984: [GC (Allocation Failure) [PSYoungGen: 2441726K->329596K(2456064K)] 7299129K->5229147K(8048640K), 0.0533768 secs] [Times: user=0.39 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:17.551-0800: 243.313: [GC (Allocation Failure) [PSYoungGen: 2445692K->331842K(2448384K)] 7345243K->5276462K(8040960K), 0.0558109 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:42:17.892-0800: 243.654: [GC (Allocation Failure) [PSYoungGen: 2447938K->327245K(2456064K)] 7392558K->5320524K(8048640K), 0.0551014 secs] [Times: user=0.40 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:18.220-0800: 243.982: [GC (Allocation Failure) [PSYoungGen: 2442317K->312695K(2455040K)] 7435596K->5351453K(8047616K), 0.0508776 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:42:18.556-0800: 244.318: [GC (Allocation Failure) [PSYoungGen: 2427767K->324582K(2456576K)] 7466525K->5407785K(8049152K), 0.0543955 secs] [Times: user=0.38 sys=0.00, real=0.06 secs] 
2021-01-19T13:42:18.893-0800: 244.655: [GC (Allocation Failure) [PSYoungGen: 2440166K->327957K(2455040K)] 7523369K->5454023K(8047616K), 0.0526981 secs] [Times: user=0.35 sys=0.01, real=0.05 secs] 
2021-01-19T13:42:19.228-0800: 244.990: [GC (Allocation Failure) [PSYoungGen: 2443541K->337449K(2450944K)] 7569607K->5506636K(8043520K), 0.0545105 secs] [Times: user=0.41 sys=0.00, real=0.06 secs] 
2021-01-19T13:42:19.576-0800: 245.338: [GC (Allocation Failure) [PSYoungGen: 2449449K->307241K(2419712K)] 7618636K->5522195K(8012288K), 0.0512141 secs] [Times: user=0.38 sys=0.01, real=0.05 secs] 
